id,latitude,longitude,thumb_original_url,country,sequence,captured_at,lon_bin,lat_bin,cell,land_cover,road_index,drive_side,climate,soil,dist_sea,region,sub-region,city,unique_city,unique_sub-region,unique_region,unique_country,quadtree_10_1000,creator_username,creator_id
3088980341363580,61.80989610425776,36.53406506602308,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_X1NRvvSUTSpal-wq8WF9vYtL77GpAjZ2HUY8XbwAT0SAXPSQU_jVUy37CIUmkTahMe3eI_bCnUbB3g6vncp6WyhWs3tQj-uiys7zSr4fBhkzfm0ZWo7VjPY8W37ChzNMcTIb-uy2d7_QRsWYYbpA?ccb=10-5&oh=00_AfAZSDKXj0z4d4rhg1LwQMFECa-Ns6HIUeKaOM7gGU3Mlw&oe=650F41C9&_nc_sid=201bca,RU,4EfSX7mTrn3CKLq9yoPjai,1531219799300,59,86,"(59, 86)",2,2.896594048,0,27,11,0.9403369530214176,Republic of Karelia,,Pudozh,Pudozh_NaN_Republic of Karelia_RU,,Republic of Karelia_RU,RU,10985,slsmda,102352942010155.0
1162377314225664,-20.02319443965,134.21483333813,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8M4f3eEj1a6huUz7qSO4q1kC4J7dA8nNDjY6oVh2fW6acq3W3w4U7169a7RK_kv3U-OnkISfmK09BeinD9okPjQ9DzEqDIjUtJvp8ahiYormrDyIJHxWxkEuMlnU8lAeWynjYb8QYiYdEHiDuomQ?ccb=10-5&oh=00_AfCvvlMYPv8NmKtOOqIUDNKuSQi6TbS3ySSZeXF50Wv5JQ&oe=650F4948&_nc_sid=201bca,AU,XGuY7GdD_Zvw9rUpIpSYxw,1533643640000,86,25,"(86, 25)",8,4.8137784,1,4,11,0.9998339873205324,Northern Territory,Barkly,Tennant Creek,Tennant Creek_Barkly_Northern Territory_AU,Barkly_Northern Territory_AU,Northern Territory_AU,AU,1670,bob3bob3,102850585292065.0
201459701599025,64.548620102892,40.603655053938,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-G_FyCfzNjbwHwXBvDOZFxyXP9m_IJSKpAhJqHE9GmLLla_97VUJoB2p5JAoSVsmk3lgDi9fsXVxB4T7jvMdgsdGtItnvgHl--fpY3lNDud8qbHd-HHsVW8-y8u1jqcnpGKfDRR6VhyZapxUuK9g?ccb=10-5&oh=00_AfCz23FQHvoAmXjE3azncbaVl14IzCEq4baVrEji-MEA5A&oe=650F2D5C&_nc_sid=201bca,RU,f2513cb0-af4e-4b57-bf4e-83c3cd8048d4,1527913037070,60,88,"(60, 88)",4,2.896594048,0,27,11,0.2060436989602694,Arkhangelskaya,,Arkhangel'sk,Arkhangel'sk_NaN_Arkhangelskaya_RU,,Arkhangelskaya_RU,RU,11347,kds29,100898325491210.0
1187286361719758,26.14948513228,105.13131868454,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8dK_5NaGUu9eCPa-jbJPn6QSn960QOnV-F4LZv2diikYJPo332bVyF0m_7hxp8e6ssNHJBosTbvjLhREcWhdBieuSgdhjM7qyjS5xduox-U3u44MIa5TbBZSw4R1kZMZK68S9w82mLQh8YePXD5A?ccb=10-5&oh=00_AfBpvbJ6aHFEcTPPxW_IU4Pbyhi09kZcxXz_vEQR-9b7Pg&oe=650F0F2B&_nc_sid=201bca,CN,Q1fgo7QaD6mEig2CzWdU7g,1473999153366,78,60,"(78, 60)",2,4.57928133,0,11,3,0.253975675555352,Guizhou Sheng,,Liupanshui,Liupanshui_NaN_Guizhou Sheng_CN,,Guizhou Sheng_CN,CN,7675,nofed,104552318451526.0
281812223690469,-15.67980711854,-48.194171339031,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An89bBB3l4hPvbRWBKXg8inVU7gOWZ4MAiosAsa8YDlXYApuJXw9nm0qaxFyphhnA69w3fSWV5KOrto0vvP0ySlyP9tS8FcUGaI7lAN7km-d05Bueb2BqW9XMAB9fkIAe5w2WLM7L-IyVPqWxncfxA?ccb=10-5&oh=00_AfAR7umCNJeTT8NFMdtvu5Eq7s-27vhdxWcRUyq_2wyQeg&oe=650F7920&_nc_sid=201bca,BR,1hmrv0whvbt6thucpseoiv,1610394744410,35,29,"(35, 29)",3,3.115480423,0,3,3,0.9999992861724064,Federal District,Brasilia,Brasilia,Brasilia_Brasilia_Federal District_BR,Brasilia_Federal District_BR,Federal District_BR,BR,473,alantiagofelipe,105320301707849.0
1228880194196740,8.3785110509594,0.42446198214768,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An9dc30wL57q0IkwWmxd3M6MdeeaRFgbMPAnwtzejlXCITqvpZ3CHb2EXUInEM95nfrl72rq3lMk-78Z9UdR7CQr_Gak0W35EBnMAwClCccW2ZgNyqRp5d8HEGKBSIPZcI8Av_U2qqLGU1vMEMZ7s1s?ccb=10-5&oh=00_AfC6t6vYHZLA2Nms0qggVd2X5RHHJ2gqTSvklTKsP-SEOg&oe=650F4D59&_nc_sid=201bca,GH,NBOnDR4-kr34zT9EbjWEcw,1560517459000,49,46,"(49, 46)",2,3.902494431,0,3,10,0.9880498566641572,,,Kpandae,Kpandae_NaN_NaN_GH,,,GH,785,mawutor,103884788520289.0
759718144745752,37.242300459419,49.198413410467,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_qHlrAoYznM5nYnCpdDlxMquZa2_4eEjPfi8qzDhlvbB1or73sL8diEmVGdvG7qYM3-iBTPqpJEKxhhGZ5H8jGD9y8DOZPNE0PihPFone4qm283-MVORzhfK_L1KXaUu_7oyMzELB3l9J-8HgFXbw?ccb=10-5&oh=00_AfAtXYl2FRCZnrx3TNOoEJT1GPEVi85cVH3yun-4vMXZIw&oe=650F7DF0&_nc_sid=201bca,IR,1114y6olaq4076gmbthe1w,1608985653635,62,68,"(62, 68)",4,4.046145916,0,8,3,0.3291144020072072,Gilan,,Fuman,Fuman_NaN_Gilan_IR,,Gilan_IR,IR,7341,ammarpak,101454435435488.0
3882606108527272,39.402149481647,54.492019838427,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_l3o4n-nHDvM2YovOt7noemkqA2NQ2fRjfkSVQgOwjPD8MyhwsGtepobxMM6e6EBq_lwUlBL33LtnyuQxFxmknWjzQi8e7bCIpXI23yHhl17yVq9Om8bavbdlgalgRLa26kae-ed6xIaoRKCa97g?ccb=10-5&oh=00_AfBvAFxd5pafGFMC-o9PRXW_Tiv_YIWkuM9LRdesmfV3TQ&oe=650F11DA&_nc_sid=201bca,TM,yen7mpxwtddmeu8we1rzki,1540812431019,64,69,"(64, 69)",9,,0,5,5,0.6194944838262474,Balkan,,Balkanabat,Balkanabat_NaN_Balkan_TM,,Balkan_TM,TM,7355,apmwa,102020158710047.0
370250634404281,-8.2169856915023,146.26531733737,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An_RqdGQLKTCniYE3UzRtls5mNene5yya_1wY-rXwDonpprgNlRv-QzdwzmhygrzpCijAWqnO6b03zULwBljfnX8Xjsctk6S5o34HKmxp2I8VPiEYbnfu_MrtADrssCgM-STlKDlh7d8eNiDMqkdzA?ccb=10-5&oh=00_AfBIXTyByxv5Yn31OBfTR5y38t2AKnHOSNDi0vI18XnJuA&oe=650F4123&_nc_sid=201bca,PG,kv9z9hxahk9jfgariytakd,1533570788000,89,34,"(89, 34)",4,,1,1,3,0.0953165459794519,Gulf,,Kerema,Kerema_NaN_Gulf_PG,,Gulf_PG,PG,1768,nickovalentino,100245495558671.0
338278917884764,38.315247678167,71.298705434636,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_6jn5nIqI2GSUbHjedUVeGQBvRoZygiMazFbYtB4YDgWPZcTV5-_Fyy5bvgLN7PRtgnlowK-WarXk8gW-KtmNlPeZs9hj3z4yPBINp_dL00SaXSst4OeTHoFes6Gf4S34h-jXlURRdNn1xC2ej3w?ccb=10-5&oh=00_AfAOy-mPbuSPyZuhfIrx2ZzVPhg4l50xOUnfLQf39y7g3A&oe=650F723C&_nc_sid=201bca,TJ,__myIG3Ndn3pqd40mFGkvQ,1564592050000,69,69,"(69, 69)",3,4.051945686,0,7,9,0.9999999998224984,Gorno-Badakhshan,,Vanj,Vanj_NaN_Gorno-Badakhshan_TJ,,Gorno-Badakhshan_TJ,TJ,7379,vbombaerts,103823201859432.0
742973539714041,22.48274599492,89.015358183418,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8rK0_nGaERSUndLY3WJu5b-dwk3f2kS08L0jaEa2j2k_2eO3z9qVyVuijG-iA5gjBaUcacP43Yqb8jtBt5-AlxqKQ6t_1mRxmNv5bymYl7WF4mkFp9lHNcWplQs7dajKKwSPyH__v7ftli7EilzfU?ccb=10-5&oh=00_AfAnpWR8msDwN9hI7V0b1IcR_e9kFLePRmBRex3LgFvPrQ&oe=650F420D&_nc_sid=201bca,IN,b8LRPeBUSMqMEWxf5Aj70Q,1537785764548,74,57,"(74, 57)",2,4.311433792,1,3,3,0.4070161362481562,West Bengal,North 24 Parganas,Taki,Taki_North 24 Parganas_West Bengal_IN,North 24 Parganas_West Bengal_IN,West Bengal_IN,IN,6168,geomanjak,102863018624434.0
280471950430510,27.320878694568897,68.62061107133776,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An_zocrXsoTGAIElg-57w1LUn5wpqVqPDnakSkP5dtrBpkX1CGN0GtpeY22vWuscbz8CNYH1BOXguQUb6JMxBRg1FyLRpYXFyiw_mf8LdCYG9XUewAV-7ZuuAm169gYtgnCshW0JTHBCSeP_vOWrIgc?ccb=10-5&oh=00_AfAUdr58F3hvsAzVbPv6QQ2mGK_GT2Q9fwdtqWI1iZfFsg&oe=650F6FDE&_nc_sid=201bca,PK,pa5w0p59jneo5pxi7n7a0p,1597140804361,68,60,"(68, 60)",2,3.948661566,1,4,9,0.9940933140258312,Sindh,,Kot Diji,Kot Diji_NaN_Sindh_PK,,Sindh_PK,PK,6268,roadroid,111336221091714.0
811896646411620,-17.912015339817,177.32543437847,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8cnpGbP_v-jS0d2fMGyc266iaXIEyJvytvzRq1a1wE2Dx-7q01KhPCfro3SasoJYYDZmeEPOOnQyDRaZzJvWUEQKx722otZgdoGAOel73BRuJd2yr90s9yIxiLSNY9E-Kf2PCoFgiutvqnsPIfWA?ccb=10-5&oh=00_AfDZQJbHR41-RqXb6aQO_lE5zVWFn9iK03spv5_T8O9lcA&oe=650EE295&_nc_sid=201bca,FJ,xek25mvgsxjivk8sn14avg,1430285560000,98,27,"(98, 27)",2,,1,2,3,0.0580902409963086,Western,,Nadi,Nadi_NaN_Western_FJ,,Western_FJ,FJ,1764,maxim75,103208671917947.0
487923099209255,-6.7110995825279,146.99678341269,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8PhDbeag2dgDa8utHjpdJklkj4jc1mPAGvN6VxzAQTs08q_KdRCYUlTlxjf2cNUtYF3AQj41JHTDt0ro6P8u38azZFKvvOIZ6zabGIyYemEAYwh0buArd6X5gHb87c2XVngDwfGNoUBhcY_n3ulQ?ccb=10-5&oh=00_AfD64tIPQ7kWVNyi6TTRRlZHxY90qHFiEkT46ZoHha-wbw&oe=650F2CCF&_nc_sid=201bca,PG,VXwjf4lTTJm5zVAc9fb6Ug,1543904867142,90,35,"(90, 35)",3,,1,1,3,0.0796236669216909,Morobe,,Lae,Lae_NaN_Morobe_PG,,Morobe_PG,PG,1768,jthnz,101151075465473.0
773349670046774,21.136689461356,-86.918245679702,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_bW8m0WmVEOOD0f94YrE1ZdNB-YA4myuS03v3lBYoWdeGShoQHtvWvUgIk2r31yugo_9oA_9FORoKYV9n6iuoOLRxaGerzmMK0L72aOkKD-ndJrFriz5amBX-tDOJXLOh30vZd7SxvksGX9LEA5g?ccb=10-5&oh=00_AfAUvyPQ0aRf-bwkw3M3oygHo27URIXrN6VlZsO36RFK7w&oe=650F5AB2&_nc_sid=201bca,MX,8s7ly81u784qmqesxn98z6,1570547962260,25,56,"(25, 56)",2,4.373290539,0,3,5,0.1373700379582718,Quintana Roo,,Cancun,Cancun_NaN_Quintana Roo_MX,,Quintana Roo_MX,MX,3272,mphathaway,108159024753820.0
2861089410858180,42.79981854935545,44.78923799672239,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-hg-9u3ytP0OlnK5-UDDoHDdWL-Srfam74YD4E1p1IsTOHaZkFKliS5ajSHWKonjUaT_lGdlgAQusQPEKZ4tZ_VPA3RmnKs1nZgoSQX_YGxcOF9vIV33zeLM56uRuzmfTgNtscfbIgdq0gst1Z3A?ccb=10-5&oh=00_AfA2BOr6YJd2irboOigwl9AoXKD6fGEN6qW2hABqA-ptpA&oe=650F716F&_nc_sid=201bca,RU,0tXmLbJvK87Sjq96Ne1soz,1641648519004,61,72,"(61, 72)",2,2.896594048,0,26,11,0.9794321592478727,Ingushetiya,,Dzhayrakh,Dzhayrakh_NaN_Ingushetiya_RU,,Ingushetiya_RU,RU,7248,azimuth,100386938877357.0
303492688181023,-2.3987815121453173,29.39975215691754,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An90HhN6gw40cZPtLYQMrYOUf_AQ76Ja4yG8HWutUzFl6jw6qHcw0yrph5UdmjRsB4YZsblG1QoTLRVMocFL_FOm_F-pMnfFVcRhHPnFEIWZrCiu0CM5bpr0sToOa77jbOgI9zLLAzWwHM8hWYOm-w?ccb=10-5&oh=00_AfAo_nRX-kihkCWjPHpBmK38DScNNn07GJ1RXm8WQGZEsw&oe=650F51A8&_nc_sid=201bca,RW,gbvwkomoqiyc6g6u45nnb8,1604574879247,57,38,"(57, 38)",2,4.97877264,0,9,8,0.9999999999606,Southern Province,,Nzega,Nzega_NaN_Southern Province_RW,,Southern Province_RW,RW,1517,roadroid,111336221091714.0
2586507744988881,33.656263544628,73.093048964599,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An92hWmHUGFTWzYybPR1lIKegEBBagqvNeBXJCH0JShXVE_4En6tpZMQ2A0iiB235tVQoNJftKdohHdKB_qsHmpmRWwZfmcI1OaTa-6rRgAyBqiq-aklBK0xpjK-kl6PhfFod--CRIAAwkH3WbUGzQ?ccb=10-5&oh=00_AfBz4NWQwSCY5nohb1tkyLE_XwfKyn4qD9LQip3TWFoXvg&oe=650F37F7&_nc_sid=201bca,PK,91zVdbPWQb-UP-DyclibTA,1528638124253,69,65,"(69, 65)",2,3.948661566,1,11,9,0.9999999994822276,Punjab,,Rawalpindi,Rawalpindi_NaN_Punjab_PK,,Punjab_PK,PK,7330,junaid_gis,101174892129775.0
375184960504091,2.7194765084548,19.985687558207,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8o7AdamIXolhegGf5BQnx9s6qeSfG7tgSlHFf0LK5Pp_aqfuhB9d2H23hqCRmySaK0kjgtD2x0cwbq8avkUtcZmopnmMZz5sieNXHrVfNE2e4e8qlIWPDBxnn38uisDwFe9Q0StjumgW_5zhz8O4o?ccb=10-5&oh=00_AfDXUvKjyrrWbvo9RdTRQ_pHVt1Hs9-Opup5udbGKnWyJw&oe=650F2864&_nc_sid=201bca,CD,9whP4PLA-Z-wbHtYcZQJMw,1518273420514,54,42,"(54, 42)",4,2.057737827,0,2,10,0.9999999999330088,Equateur,,Gemena,Gemena_NaN_Equateur_CD,,Equateur_CD,CD,1511,jacquesbure,105905991648620.0
757288508302289,20.343536098989,-89.702660995498,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8LSkhAuZXQ-QngTfzkD4TifluH7HEQuZLZnBiIUdPN7MiZ8vm8UpgUASOlwVUSmijqxCgdjGGcgNjI3gJNRO7SirBunPVyjPg_aKs6xY4Xnul1f3hViJfOB3j52K6RL-uOtvElU1XuAkI4nZXyAiQ?ccb=10-5&oh=00_AfAYQrc-SipjTnaLOlH8JFeUJua1ZjTXxhfuLYaVVrD-6w&oe=650F22FC&_nc_sid=201bca,MX,i0_Wo21A3wg3fqdATIQXxw,1455900821880,24,55,"(24, 55)",4,4.373290539,0,3,5,0.6726178031795956,Yucatan,,Santa Elena,Santa Elena_NaN_Yucatan_MX,,Yucatan_MX,MX,2006,xe1gyp,101477698761471.0
195530255727903,2.696682863981,23.411812630943,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_6MKhwF0iphDQEFwew4gHFQr8helCTt5sECjHl5aivQXtFKoEaebo8wz12VwhgGkxRNnHKzjrWFSli0U0KH4eCbzkq0BhEzwuhFGdCCZCRxcxZEJRpRkrwZd6aSeQRdIWej4nss5RMg9_awihD5Q?ccb=10-5&oh=00_AfCJZqyvzWBhWJkCoGfmhTejfC2QPso0ZZyg1ggFPsWYWw&oe=650F4B14&_nc_sid=201bca,CD,xsgpe1losguqtxne5zgzq0,1537795656212,55,42,"(55, 42)",4,2.057737827,0,2,10,0.9999999999999092,Eastern Province,,Aketi,Aketi_NaN_Eastern Province_CD,,Eastern Province_CD,CD,1555,pmbuya,105190705053681.0
213748490235783,15.689176666667,121.39752333333,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8cm7N7fj8To6FGeyFTMfmhuo3T9zMOcFWPka0GMPQ9fC5Usp7MwuPTbIV--bV1ZPosKDBpaIazT1pZpZ4MPy7aw4RaeSap8yL66ekq5x5a-VeWbrC3Qoh-MNdg9_6TaME5ppfYfVICc2GF4xZyJyo?ccb=10-5&oh=00_AfCoiN7mKALELhdrHm_M_YozIupOZJi5LtjXe_D5Na8p0w&oe=650EFF1B&_nc_sid=201bca,PH,i1h3rsa4k0510fczdi1lhw,1468261447530,83,52,"(83, 52)",4,3.099615335,0,1,9,0.1974648933484548,Central Luzon,Province of Aurora,San Luis,San Luis_Province of Aurora_Central Luzon_PH,Province of Aurora_Central Luzon_PH,Central Luzon_PH,PH,7628,asdfasdf0986,104253411815774.0
786527885635466,24.814904676947,93.94915408982,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8QBfBhjDRCHZ-hOFYg0Q1NwhSHjfxVUs1kRmP3PAzNrXgYqc21Y6rXZASdr7XZ7Vh7vxwJk98Kz7GpxuCIrj3I3cI51XsxC_rNWN2cIqfDxLEzMe6drflhVqUqSU5b6k9smlLsr57l6m1Uk3CWCg?ccb=10-5&oh=00_AfBI3NSiJBWXHJle04vY3VxkiqcH3YQ7i8SzUNcy6KkUHw&oe=650F152D&_nc_sid=201bca,IN,kGSHCNeAe7EpwAOgH6AXrQ,1455356749164,75,59,"(75, 59)",1,4.311433792,1,11,10,0.407816856422342,Manipur,Imphal East,Imphal,Imphal_Imphal East_Manipur_IN,Imphal East_Manipur_IN,Manipur_IN,IN,7671,ignitesrini,102050638706768.0
4130804603623118,-27.4145,148.84669444741,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_9Ml9M_EEKouyB2BOAtAUMrbaYxXRvLyQ5u_pX_-exVxhkr2HIX_wlEXbWUCFckHG_vhDNxt2jDAZrVDrP78JuZ1Uxc5JniMW0oYauCjyymphihcJMva4Bn1O_ubd209iU5ZWYY7IQQeqhy8E_xNk?ccb=10-5&oh=00_AfAf7mnz98M65ycXPVxjxvRIWk8xDixefzd313heWmo6CA&oe=650F41D6&_nc_sid=201bca,AU,RYsHIrcRQMEDG4F5DYNCoQ,1530624648000,90,20,"(90, 20)",4,4.8137784,1,6,11,0.9994842971783068,Queensland,Maranoa,Roma,Roma_Maranoa_Queensland_AU,Maranoa_Queensland_AU,Queensland_AU,AU,1413,bob3bob3,102850585292065.0
643715223664635,-3.668892632176656,-45.289854317034695,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8vu4weEu9l1U2Wef2iRmOtPXLqV_gK4DltV1gQCFw5bU9ghWUkjWOjO_aIuam1l_iqmXWC9__vUJB5EDE7zLFTQsPOkmwPbhbX3fQIp2HQsEwtg1eEJ-fO1u_hs5Dkzah_udWEaZ_sHGuf641_EQ?ccb=10-5&oh=00_AfAjTErtHIZunb0ABwOu3iz3WeHe4JKitd1rtaRgHDiWKA&oe=650F5D02&_nc_sid=201bca,BR,WKubnxGL09sFBlzIyJkdf7,1634394354621,36,37,"(36, 37)",2,3.115480423,0,2,9,0.6876411380508751,Maranhao,Pindare Mirim,Pindare Mirim,Pindare Mirim_Pindare Mirim_Maranhao_BR,Pindare Mirim_Maranhao_BR,Maranhao_BR,BR,638,guigandra,104821518648851.0
1198774767211187,44.39681964885099,38.50909449640401,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An-YEIpIr3zm2YVS2dQaCXu5GUvv_BbfSdOWFnJgdO-PuzIeCtSBUpbAqVUccl7KW82dTZ6VKjKrgGyiwQaZSx1hrm2cxG6JEIbROZoO6S53UUDFGUtjGETfdyrccLiEeWLOkqRHPCU63RqDHrFS5Q?ccb=10-5&oh=00_AfDWdDqt3c_FySnGL9T_0CzmFvOJ6BjrgbAkGmsYdXMLlA&oe=650F8E72&_nc_sid=201bca,RU,o9l4v3r52a2jsda3z2nniu,1619354773222,59,73,"(59, 73)",4,2.896594048,0,14,11,0.058507847326158,Krasnodarskiy,,Arkhipo-Osipovka,Arkhipo-Osipovka_NaN_Krasnodarskiy_RU,,Krasnodarskiy_RU,RU,7252,azimuth,100386938877357.0
495453311605229,32.375456122851,-99.078464181692,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An-DHhP0RQftJMLiPMK2HzkPJzoMfpGCXjSZHlabhdaqkFlDKYpgOfhb9NJzsyJuoYlMz-ebQ2gGdLBZIDODN5pkZXloEuDyQKvErzzGGXilFSoKpqOyFCDZ4vH1QpTRboL17h9XUV7MaL3eKajeFII?ccb=10-5&oh=00_AfCYu7PLdOfyJInAlcDW38G8DLpPs_zw-T7sK1UbdJ69WQ&oe=650F38B5&_nc_sid=201bca,US,shnj4c308xq5jrgve2tof6,1534264679810,21,64,"(21, 64)",3,5.733500481,0,14,9,0.999831810426742,Texas,Eastland County,Cisco,Cisco_Eastland County_Texas_US,Eastland County_Texas_US,Texas_US,US,2284,lvl5,104408981801642.0
2810056045975547,-20.797676218352,-66.50828238397,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-fA1zfZSx8Ez_89a_UktyUiTTkmLpb2fZ1THYGo8zftBTNdhfIl1_UM8qfbxVNPdnIO5D0SY9mu97zY-CpNfNMg5e1lWTM8YkDg2dN52GNROoAZKumaghaFGr7u6W60D-hkDAHROF6Zf4Blc0MGQ?ccb=10-5&oh=00_AfBsPF7RBxt56q9_6u0Yb9V-aEiLrRqcbRr8-2MYoQvpcw&oe=650EF7ED&_nc_sid=201bca,BO,qa23ef2o32noh9go8isunf,1451652239000,30,25,"(30, 25)",9,3.114021222,0,5,11,0.9999018730012582,Potosi,,Atocha,Atocha_NaN_Potosi_BO,,Potosi_BO,BO,338,fahrradfahrer,110088461223532.0
1412044979147366,10.336659007153,-84.415618467385,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_4LnoQuFeugRxkd8ZFKNStMrpb3DbFWX9xvNYjypnofb30YsTJitjYCpQbIm6VNXQlSiCZurvIaJ7j75iYHufG6GuDu-wgPup8X_KwU0WrgYD2Lux0gCKA7LZ5SItQ1atAvMWi_23ppaukW9BRKg?ccb=10-5&oh=00_AfBp8Zkpz8GLjKDLAi1Ahepgntz0t_Cue3F17py5nN-DKA&oe=650F19B9&_nc_sid=201bca,CR,56AVdHdQlYDdBw-m3lwOMg,1514305298701,25,48,"(25, 48)",4,2.632731676,0,1,1,0.5202723303143711,Alajuela,,Quesada,Quesada_NaN_Alajuela_CR,,Alajuela_CR,CR,704,fmonge,103962645178934.0
230219885533701,38.009194588771,-122.99667534935,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An_pSRhpxPgvtInX4VLkohD8z1k4i8lADclNj7NsnSaUR6WScNORDV89DHe9onRc5Hp84ixzAUijT5m_8DKVDb3xCl-uY-DNq4xRyBUjMV6BoU1K6nn8N82NbLSDG7kN4eVI2w7-uy_ZTRAexnBIDA?ccb=10-5&oh=00_AfAQz4oWp1nznEEYgh0MccqlRFcI0GSuEXsu_umS84fn_Q&oe=650F6CF2&_nc_sid=201bca,US,66pxs5y8ip95x1uzv45by7,1569187369974,14,68,"(14, 68)",2,5.733500481,0,9,14,0.0034741450128155,California,Marin County,Inverness,Inverness_Marin County_California_US,Marin County_California_US,California_US,US,2542,nmixter,100866095494647.0
312589803735021,32.995558975042,130.82918096735,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8vnVekNTC_bRfyzqK4UVQCJEsxAhPbosf4Ud4Y0IphRYff14DiUBC50bYhdgdks-pBQNK_7E-6ZTA7NzBYieXtXFFJaOgZQQKua7wlkFuQzC7Ibx5FCYbS0IL8PvbWvf-2Ka8KpN4kHoJzq7Rb1g?ccb=10-5&oh=00_AfDIEhqrS_71GVWIP2rsSHTVfdm2bTGvCrfafe_sTUYD9w&oe=650F6CD2&_nc_sid=201bca,JP,EH2urlgUe89Pt6al3ote5A,1563621073000,85,65,"(85, 65)",2,6.107478142,1,14,9,0.3100159124020883,Kumamoto,,Kikuchi,Kikuchi_NaN_Kumamoto_JP,,Kumamoto_JP,JP,7798,caesium,104813995091971.0
1239000906521387,-33.51799999949,150.95363889297,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_6zYz3SYZiX7NzDrEOhWVsjWNwI-rvQ3UcnAZ7zrdmuxxNGlvho9MxsOhZ_JrUGcRzm7GXDVdn6sX-xlNZW5Kt4s0bgYXaTFe1Kmmm7jYeU5uhhtOGP2CllaLUlPyatl2MuH8xlUaxTNwmJVP4cYU?ccb=10-5&oh=00_AfAE3yWe0FI9zj1KKGy9vvIGh3jEfsA_a9hkKFOP6Sjb1g&oe=650F2537&_nc_sid=201bca,AU,Lkpj2dHqepzix75bfTOFUQ,1521210117000,91,15,"(91, 15)",4,4.8137784,1,14,12,0.4004312500563828,New South Wales,Hornsby Shire,Glenorie,Glenorie_Hornsby Shire_New South Wales_AU,Hornsby Shire_New South Wales_AU,New South Wales_AU,AU,1299,bob3bob3,102850585292065.0
520484988973730,39.859746342334,42.387440052461,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An-boJIVBnNcAwVQKZm9RCq3p7dxAur1WVftD8lDqpjYZG0Y2pO92ISsdQ7cL2jY3DUQnNHpNXhJAmRcrD-0DUYRnunpuMO5HzEEksTkkOFujO9H7FeQEZgaAJyPM1zfkDCr6gVCbCH8CyWIVg76iw?ccb=10-5&oh=00_AfCbc_qjnf_8EsZwip7XjUtrlJOqsYl8L7-1i9pFGr4YJw&oe=650F5429&_nc_sid=201bca,TR,Bbkev3kWVORbN6eeJFP2cg,1560684137000,61,70,"(61, 70)",8,5.040189266,0,18,9,0.9548718576006442,Agri,,Tahir,Tahir_NaN_Agri_TR,,Agri_TR,TR,7129,healixx,103465108563113.0
968109763932513,-29.652999998147,135.1338055502,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_yVo8wF2lmsknEgalBXcKP3Shth0ms1joge3vcU7hu8BwwhGViyu8td7HSotPbGF52UMCSR-nYk0duKgwgevrvMZn7Q1f7-PPRDVZn8UeY_W2XhlLmXNka5kdJVd8eDj1nTDhEDIODWm966n3dzw?ccb=10-5&oh=00_AfB_1i6-mj-AzKzOCq0YuPTKcNUKtADV5QTHPF7FgHZGJg&oe=650F4A3A&_nc_sid=201bca,AU,rNTA4UuH7IXAHaSpy7VXLA,1534429186000,86,18,"(86, 18)",8,4.8137784,1,4,9,0.9862125321182044,South Australia,Coober Pedy,Coober Pedy,Coober Pedy_Coober Pedy_South Australia_AU,Coober Pedy_South Australia_AU,South Australia_AU,AU,1387,bob3bob3,102850585292065.0
